isolation_source,count
Bite Wound,1
"free-living microorganism and particle-associated microorganism hadal water (10,400-10,500 m)",1
soil next to an exhaust vent from an underground mine coal fire,1
freshwater reservoir from 25 m depth,1
Sink siphon water,1
endoscope,1
a sturgeon hatchery,1
Water (artesian well),1
Sputum; Late isolate from VAP patient 1,1
Tidal flat sediment sample,1
muscle tissue from wild boar carcass n.1,1
blood; aerobic bottle,1
salted chicken breast from poultry slaughterhouse,1
sump pump pipe,1
Pig intestine,1
Solar salt,1
Bovine Respiratory Tract,1
Wetland water with mud,1
Diesel-contaminated pilot plant,1
sugarcane root from cultured field,1
Enrichment culture (50C) from petroleum sample,1
kabura-zushi,1
Nakabusa hot spring,1
fresh water lagoon,1
H2-incubated subglacial sediment,1
Smoked Salmon,1
"soil, at the bottom of a wash with some plants",1
Vaginal cavity,1
raw meat from slaughter,1
surface of algae,1
Exit door handle from an indoor track field house,1
Unidentified ascidian from marine environment,1
biofilm from MB_RO membrane2,1
Water with mud from a forest pond,1
Arctic soil,1
"surface sediment of the Jiulong River, depth 0.3 m",1
water sample from Deepwater horizon oil spill plume (depth 1200m) treated with hexadecane in a stable-isotope probing (SIP) experiment,1
blood sample from a 48 year old man who was hospitalized in ICU,1
Lake Taihu water,1
sediment from seabed,1
retail chicken liver,1
sample CTD7B from hydrothermal plume and surrounding marine water,1
Nasotracheal aspiration,1
burrowing fleas of Citellus pygmaeus,1
drinking water faucet,1
bioreactor treating fresh wastewater containing high content of P but low salinity,1
Groin swab,1
Eye-care solution,1
biofilm from MA_RO membrane3,1
surface sediment from the estuary of Pearl River treated with pyrene for 18 days,1
Haihe Estuary,1
Tomato with bacterial wilt symptoms,1
fjord,1
Purulent material,1
Vaccine strain,1
smooth type phage-resistant strain derived from K. pneumoniae K7,1
glacier ice,1
"Chicken, thigh",1
pus culture,1
contaminated soil sample obtained from a drilling mud pit,1
sediment (13-16 cm) from intertidal mudflats,1
Powai Lake,1
"Rhizosphere soil, topsoil",1
burn wounds,1
periprosthetic liquid,1
spleen of an aborted yak fetus,1
"Georgia, United States",1
mucoid sputum,1
blood and lung culture,1
"4514.4m, 93.44391/35.36549167",1
marine sediment sample bbl-16,1
"Chaguaramas, north-west Trinidad",1
single-cell amplified by MDA; oral cavity saliva/biofilm,1
Tejido ingle,1
sputum of patients with cystic fibrosis,1
Chicken gizzard,1
Antarctic saline pond,1
sewer,1
frozen meat minced (stuffed cabbage),1
heart blood of infected animal,1
Cave wall,1
Waterfall,1
Alkaline pool submerged anode electrode,1
the activated sludge of a sewage treatment plant,1
"rhizosphere of naturally growing Equisetum plants in 1980 from Uppsala, Sweden",1
Hemolymph,1
Venous cateter,1
seaweed,1
marine soil,1
"Decomposed wood of Abies alba, 16-38 years decomposition",1
Hospital patients,1
perineum,1
subseafloor basaltic crust,1
natural biofilm,1
Diaphragm tissue,1
Drag Swab,1
clinical sample from eye infection,1
Ground at door,1
scraping from cave wall,1
intestinal contents of healthy swine,1
Garga hotspring sediments,1
Trach aspirate,1
Sulfonamide-contaminated sediment sample near a swine manure composting facility,1
water from tailings from Panasqueira mine,1
primary hospital lab,1
right shin wound culture,1
Patient urine,1
Wastewater urban river with its source beginning on the industrial district,1
blood sample from a 82 year old woman who was hospitalized in ICU,1
(DCM) deep chlorophyll maximum layer water column,1
Mink raising farm,1
Periapical abscess,1
enriched and purified from autopsy liver tissue,1
"oral cavity, infant (12 months age)",1
tree,1
cave deposit,1
open ocean plastic debris,1
cooked vegetables,1
superficial swab,1
Patient14 sputum,1
distal midgut region V4,1
Left Flank,1
Sheep rumen,1
barial marine waters,1
Fermented Alorena table olives,1
linalool selective pressure,1
water from pipe,1
crude oil,1
marsh soil,1
mammary tissue,1
Foodborne disease surveillance,1
Meleagris gallopavo,1
iron-rich hot spring biofilm,1
Fermented milk,1
thigh,1
river ganga,1
patient believed to have been infected in Guatemala,1
Human Oral Cavity,1
Marine fjord sediment,1
tidal sediment,1
nonproduct-food contact,1
endosperm,1
human skin,1
"Clinical, blood",1
attached gingivae,1
Lake Erie water-derived,1
colonization device Net 1 floating at the air-water interface of the Frasassi cave system sulfidic spring,1
biofouled membrane,1
abcess in patient,1
citrus huanglongbing,1
Pozzo dei Cristalli sulfidic cave stream,1
blood sample from a 61 year old man who was hospitalized in ICU,1
Mictlan Knoll at the water depth of 3106 m,1
Duck hatchery premise. Environmental sponge from the inside walls of hatcher B1 in hatcher room B,1
deep subsurface groundwater 140 m,1
wet wall collection from an east facing slope at the Manoa Valley overlook,1
biofilm from MA_RO membrane4,1
Knee joint aspiration,1
Crude-oil-contaminated intertidal sand sample,1
blood sample from a 32 year old man who was hospitalized in ICU,1
Pre-scapular lymph node (or superficial cervical lymph node),1
WD,1
chicken cutlett,1
Green Food Dye,1
Surgical Wound Secretion,1
soil from geothermal hot spring,1
milk from a bulk milk storage tank,1
right knee,1
Red sea sediments,1
biofilm from LA_RO membrane5,1
farm kitchen,1
supra-gingival plaque oral cavity,1
stool of a hospitalized child,1
shallow water,1
polar ornithogenic soil,1
"Patient blood culture; Human wound, cranian",1
river water (estuarine),1
Pig nares,1
Synovia,1
gills from mollusc collected from dive Alvin 3133,1
Concrete,1
peripheral intravenous catheter tip on left arm for 7 days with standard polyurethane dressing,1
water from pond on golf course,1
"agricultural area planted with cereals, soil pH=8.0",1
Sacrum,1
aphid on Robinia pseudoacacia (locust),1
Pannus- Joint,1
Porcelana 66 C degree phototrophic mat,1
Jasmine rice,1
moist arsenopyrite (FeAsS)-containing rock taken from a mine tunnel approximately 300 m below the ground in the Granites gold mine,1
cephalorachidian fluid,1
Imported food,1
Chapopote Knoll at the water depth of 2925 m,1
Herring,1
surface of healthy skin,1
upper lobe fibrocavitary form of pulmonary disease,1
Avian,1
"Woods Hole, MA",1
"traditional Indian fermented food, Kanjika",1
water and sediment from Great Artesian Basin gas producing bore well (Below source),1
Rice Root,1
sediment from stream,1
soil planted with ryegrass,1
contaiminated cellulose-agar plate,1
sweet potato,1
blood sample from a 82 year old man who was hospitalized in ICU,1
Root of Miscanthus x giganteus,1
Raw Pork,1
microbial mat ULC165,1
Landfill,1
municipal WWTP,1
tissue obtained from patient with prosthetic joint infection,1
Axilla,1
primate facility,1
Burn Patient,1
reed-like leaf,1
blood sample from a 39 year old man who was hospitalized in ICU,1
Nasal secretion,1
soils,1
Turkey Breakfast sausage,1
Lung LN,1
swab of air inlet,1
hydrothermal sediments grown in hydrogenotrophic sulfate-reducing enrichment at 60 degrees Celsius,1
the pit mud of a Chinese liquor factory,1
Distal bronchial sample,1
isolated from plant root nodules,1
prawns,1
Chinese traditional food Douchi,1
"seawater samples were obtained by a Remotely Operated Vehicle (ROV) equipped on the KEXUE vessel during the cruise of April 2014; sample derived site was high hydrostatic pressure, low temperature, darkness, and close to hydrothermal vent field.",1
hypersaline brine,1
Surface of a sandy sediment particle present in tank 6 of a marine aquarium containing stony-coral fragments and water maintained at 26 degree C,1
water column (MIX) marine epipelagic mixed layer,1
marine biofilm,1
Hepatopancreas of EMS shrimp,1
Stool 2,1
"pesticide-containing biofilter, containing a biomix composed of coco chips, straw, manure and field soil",1
deep subsurface groundwater 250 m,1
acute pneumonia lung,1
Diseased Labeo rohita fish,1
belly lymph node,1
seaweed attached to rock near shore,1
sputum from patient with respiratory tract infection,1
auditory canal,1
Secreta,1
seafood factory FBO4,1
easy flow,1
surgical material of patient with mycobacteriosis,1
soil near pond at Joker's Hill,1
biofilm from LB_RO membrane3,1
rough type phage-resistant strain derived from Klebsiella pneumoniae K7,1
mid-ocean ridge flank sediment,1
Mushroom environment,1
bovine rumen,1
L_thumb,1
Caatinga Biome,1
Pig cecal mucosa,1
peripherally inserted central catheter,1
Jeonju-si,1
blood sample from a 70 year old woman who was hospitalized in ICU,1
Estaque beach,1
Cervical Abscess,1
fresh-cut produce processing plant,1
Vitreous of eye,1
soil from hexachlorocyclohexane (HCH) dumpsite,1
penrose upper abdomen,1
Homo sapiens blood,1
blood sample from a 40 year old woman who was hospitalized in ICU,1
clinical samples,1
pus swab from leg,1
Seawater from the Delaware coast,1
Napier grass,1
blood sample from a 24 year old woman who was hospitalized in ICU,1
Childrens hosptial,1
"Louisiana,the United States",1
Oryza sativa root,1
salted pork,1
mushroom,1
Appendix abscess,1
egg,1
coastal sea water,1
marine surface coastal-water,1
Osteomyelitis,1
Warham Salt Marsh creek,1
dryed meat,1
Wound sample,1
WC flushing,1
jejunum,1
Leg,1
fried eel (fish),1
blood isolated from a 12-year-old boy,1
intestinal tract of the frozen mummy,1
"urine, suprapubic aspiration",1
Ctenophtalmus intermedius,1
water from Rimov reservoir,1
PT-2 sample; Antarctic (ecotone) soil,1
Pleral fluid,1
shallow-submarine hydrothermal vent,1
top 1 cm of 70 C hot spring sediment,1
Potato tuber,1
oil contaminated tidal flat,1
Chiken fecal,1
fountain water,1
orange fruit with canker citrus,1
"Ningxia, China",1
Femoral bone,1
seawater from pollutted and populated shoreline,1
salt lake sediment,1
Sulfate-methane transition zone estuary sediments 16-26 cm,1
cyanobacterial mat sample of Antarctic lake,1
biomass from a lab-scale sequencing bacth reactor,1
Chives,1
tibia/osteomyelitis of diabetes patient,1
Whole live fish sold as snakehead-haruan; Muscle,1
Lumbosacral ulcer,1
rice field,1
Shaldon catheter,1
pork sirloin curry,1
sample BD02T18 sea water enriched with oil for 64 days,1
Fox River water,1
chives,1
biofilm from LA_RO membrane6,1
human oral cavity D115,1
sediment and polymetallic sulfide from Okinawa hydrothermal vent,1
mid stream urine,1
Seawater from the North Pacific Ocean incubated within a mesocosm experiment with diatom exudates at 6 C for 6 days.,1
Ground cumin seeds,1
marketed probiotic product,1
segment 4 of single filament from GC246 mud volcano site,1
Pasture,1
Marine sponge from a depth of 350 Meters near Komandorskiye Islands,1
pesticide contaminated sandy soil from an industrial site,1
wall biofilm from AnAOB enrichment reactor,1
exsudates,1
subhepatic aspirate,1
aquifer adjacent to the Colorado River,1
culture contaminant,1
Fine needle aspirate,1
purulent infected wound,1
Highland barley wine,1
pork sausage,1
blood sample from a 59 year old man who was hospitalized in ICU,1
fig,1
symptomatic lesions,1
Nose anterior,1
Oryza sativa,1
agarose-chitosan mix 40-100 m particle (artificial) late colonization,1
Storm drain,1
CATHETER,1
microbial mat ULC007,1
surgical secretion,1
Lagoon,1
"Pond water with small depth, with [Fe] =3,8 mg/L, oily sheens similar to an oil spill and Reddish-deposits of iron hydroxides are frequently observed in the water.",1
throat from healthy child,1
Pisum sativum root-nodule,1
Ear secretions,1
Canker on pear tree infected with Erwinia amylovora,1
bacterial pustule of leaf,1
hiacynth plant,1
Cream,1
swab (kidney) from post mortem examination,1
"seawater at the outlet of a sandfilter in Port Shelter, Hong Kong SAR, China",1
deep subseafloor coal bed,1
Intercostal Tube site,1
Burns unit surveillance,1
Zea mays,1
gravelly and rocky gypsiferous soil near a gypsum mine,1
leg abcess,1
healthy animal,1
water statue,1
Hot Dogs,1
shellfish hatchery,1
urethral fossa,1
formation waters from coalbed methane well,1
hydrocarbon-contaminated soil,1
Red Sea water column Station 12 - depth 10m,1
Hospital gel hand wash,1
Grape must,1
poultry carcass 2,1
Pooled water,1
sample from sludge,1
bronchoalveolar wash,1
Axilla Swab,1
"methanogenic consortium capable of long-chain paraffin degradation (SDB culture) enriched from contaminated sediments of San Diego Bay, California; degrades n-alkanes from C25 to C50",1
Sea Water,1
Indian Ocean from 4000 m depth,1
Material,1
mediastinal swab,1
Animal (cat),1
patient room,1
gastric lavage,1
Wound fluid,1
blood sample from a 41 year old woman who was hospitalized in ICU,1
6-12 cm at D147 station,1
segment 3 of single filament from GC246 mud volcano site,1
Nasopharynx aspirate sample,1
soil sample of Mane area of cold desert,1
blood from patient with septicemia,1
Scrotum,1
contaminated mangrove sediments,1
Sixteen Lake,1
skin biopsy from woman,1
condensation water of the Shenzhou-10 spacecraft,1
Biological secretion,1
calla lily,1
Culture Sterile Body Site,1
knee wound,1
blood sample from a 55 year old man who was hospitalized in genral ward,1
Patient17 sputum,1
enrichment culture inoculated from microbial mat taken from cave lake water sample and incubated with methylated amine as carbon substrate,1
sand under fuel bladder,1
superficial sediment of polluted river,1
marine waters,1
sputum from 11 year old male patient with diagnosed caseous pneumonia,1
enteritis,1
Lab strain,1
surface water and sediment from copper mine drainage,1
body fluid from infection,1
Perineal swab,1
Queen ant,1
field clover plant,1
trachel,1
head lice,1
swamp-lake complex,1
reservoir for drinking water supply,1
arthritis aspirate,1
polluted agricultural soil,1
intertidal seawater,1
aquifer,1
pineapple,1
"blood, clinical sample",1
"Microbial mat, Hamelin Pool",1
blood sample from patient hospitalized in intensive care unit (ICU),1
a sand sample,1
guano,1
Intracerebral material,1
stool culture,1
fried rice or noodles samples,1
Eggs from China,1
subgingival fluid,1
pus from skin abscess on forehead of 72-year-old male,1
Pleural tissue,1
filtered produced water from oil reservoir B9,1
sewer water,1
Cord blood,1
healthy gut,1
infant rice cereal,1
Diabetic Foot,1
aquaculture water,1
hotspring,1
blood sample from a 68 year old man who was hospitalized in ICU,1
Enivronmental,1
"Blood, Central line",1
intestinal contents,1
peach,1
sputa,1
lupulina,1
bone marrow of diseased cattle with haemorrhagic septicaemia,1
Konosirus punctatus,1
muscle biopsy,1
stomach content,1
industrial bioleaching solution,1
Sundae,1
Pus (wound),1
blood from silkworm suffering from septicemia,1
carageenan 40-100 m particle (artificial) mid colonization,1
Sludge of pond dam,1
from a built environment,1
blueberry-like berries,1
blood sample from a 57 year old man who was hospitalized in ICU,1
blood sample from a 70 year old man who was hospitalized in ICU,1
Lake Sixteen,1
Pig product,1
freshwater lake sediment,1
solar saltern surface water,1
Anas platyrhynchos,1
Mandibular osteomyelitis,1
Glass slide place on reef flat in natural environment,1
sphagnum peat from the bog Obukhovskoe (acidic wetland),1
Sternum wound,1
blood sample from a 54 year old man who was hospitalized in ICU,1
Abomasum,1
Peritoneal,1
Pus from a wound,1
fountain,1
tooth,1
Semen sample,1
Lake Mondsee,1
Superficial Abscess,1
Faces,1
gills from mollusc collected from dive TV grab,1
Cerebral spinal fluid,1
Haakon Mosby Mud Volcano,1
ready to eat mixed salad leaves (obtained from discount store),1
gills from mollusc collected from dive Tiburon 406,1
rot potato tubers,1
C57Bl/6 mouse at the Animal Research Facility,1
PCB-containing river sediment,1
Exudate from surgical wound,1
Neck abscess,1
groundwater contaminated with Cr(VI),1
Winch room,1
wound exudate,1
perihepatic fluid,1
heavy metal contaminated soil,1
"Big Soda Lake, Nevada",1
Deep sea sediment,1
Raw bovine milk,1
plant root rhizosphere,1
Brain abscess fluid,1
blood from a female with septicemia,1
peritoneal dialysis fluid,1
4.5% reads came from bioreactor metagenome SAMN04151528 and 95.5% came from mine drainage metagenome SAMN04151554,1
rectal swab isolate from a 57-year-old man,1
groundwater well (0.1 _m fraction),1
soybean field sediment,1
"soda lake Bitter-3, Kulunda Steppe, Altai region, Russia",1
Bronco-alveolar lavage,1
wetland soil,1
Sacral swab,1
pasteurized solution sample from a predominantly anaerobic fermentation system processing bovine manure,1
Bovine Respiratory Track,1
serpentinized groundwater,1
sample taken from a temporary lake,1
Disk sedimentation,1
5 single cells from different organisms amplified by MDA; water and sediment from hot spring,1
skin swab sample,1
Haliotis diversicolor,1
shrimp pond,1
blood sample from a 17 year old man who was hospitalized in ICU,1
Incision secretion,1
water column of an alpine lake,1
Skin wound,1
end of the catheter,1
Water Sample from freshwater lake,1
short-grass prairie soil,1
alpine reservoir,1
Beef product,1
Tar Pits,1
Rifle groundwater metagenome at time 5 / E; 0.1 micron filter,1
blood sample from a 79 year old man who was hospitalized in general ward,1
Moutai-flavour Daqu,1
tracheal secretion isolated from an uncertain age woman,1
Citellophilus tesquorum,1
throat from CF patient,1
Shrimp meat,1
Bronchial Secretion,1
groundnut field,1
crop swab,1
Stewed meat,1
MS7-5 sample; Antarctic (ecotone) soil,1
gastric mucasa,1
Duck hatchery premise. Environmental sponge from a tray wash broom,1
protectide specimen brush,1
ground water from potato field,1
Microcystis non-axenic culture inoculated from freshwater pond water,1
"Hainan, China",1
Gabilan Creek water,1
cultured gilthead seabream,1
greenhouse,1
pooled caecum metagenomic DNA from five Cobb400 and five Kadaknath chicken reared together under same contditions,1
household compost,1
deep sea sediment sample 4871-20 in thermophilic enrichment culture,1
iron-rich hot spring mineral precipitates,1
blood sample from a 50 year old woman who was hospitalized in ICU,1
winter wheat (Triticum aestivum),1
Intracranial infection,1
Porcelana 48 degree celcius phototrophic mat,1
Processed Cheese,1
Salt mine,1
Vegetables Preparation,1
sputum of human,1
Plant root,1
seawater from the upper reaches of an estuary,1
mucus of coral,1
Exudate (leg),1
soft tissue aspirate from adult,1
imitation crab,1
Ground swine,1
chitin hydrogel 40-100 m particle (artificial) mid colonization,1
light organ,1
larvae from a hatchery,1
grass sample,1
pooled bronchial wash from ICU patient from Kuwait,1
Central venous catheter,1
Shandong China,1
lung isolate,1
decubitus,1
cuticle of a termite worker,1
the spleens of the free-living sparrow,1
blood sample from a 68year old woman who was hospitalized in ICU,1
65-years-old male patient,1
terrigenous sediment of marine hydrothermal vent,1
soil planted with tall fescue,1
microbial mat in pond,1
roast chicken,1
pus sample from wound,1
knee,1
Soil of a forest pool bank,1
single cell from gut of Western honey bee,1
grasses cover soil from open highland,1
endotracheal tube (ETT) aspirate,1
Water sample and microbial mat on an anthropogenic pipe from caldera Uzon,1
peritoneal abcess,1
industrial building air scrubber surface,1
Liquor,1
blood sample from a 74year old man who was hospitalized in ICU,1
"Packed-bed column with anaerobic sediment from the Rhine River near Wageningen, The Netherlands and ground anaerobic granular sludge from a sugar refinery in Centrale Suiker Maatschappij, Breda, The Netherlands",1
single cell amplified by MDA; Jinze hot Spring,1
Gastric lavage,1
granulomatous lesion,1
whole body homogenate of fruit fly from compost,1
BRON,1
endodontic infection,1
blood sample from a 26 year old man who was hospitalized in ICU,1
eyelid,1
polar hypersaline lake,1
Mammary gland lymph node,1
MSU3 Lake,1
porcine feces,1
Lake sediments,1
"pharynx, healthy adolescent",1
Infant fecal sample,1
natural ground soil near campus,1
necrotic lesion,1
36% salinity surface water,1
puddle at Cedarvale Ravine,1
Rhizosphere of wild pea growing in a coastal sand dune area.,1
WC edge inside,1
stream algae,1
Cocoa powder,1
Bacon from Turkey,1
oceanic epipelagic zone biome,1
Seaweed collected at a coast,1
soil from tomato plants,1
osteosynthesis material,1
sptum,1
Tibetan,1
rice planting area,1
greenhouse grown oilseed rape rhizosphere of Sphagnum magellanicum-treated seeds,1
Bronchal aveolar lavage fluid mouse #1,1
sediment collected from Xiamen offshore,1
West Spitsbergen permafrost,1
ear canal,1
rabbit meat product,1
Cerebrospinal fluid (CFS),1
Wheat rhizospheric soil,1
subtropical climate,1
blood sample from a 99 year old man who was hospitalized in ICU,1
soil contaminated with the detergent chloroethylene,1
marine sediment from Kongsfjorden,1
marine sediment after 17 days of incubation with protein additions,1
Bat guano from cave soil,1
anaerobic sludge,1
Clinical isolate from adult patient,1
Patient (nose),1
FLUID,1
Nasal Spray,1
newborn nursery,1
PAH-chronic contamined soil,1
Avena fatua rhizosphere soil middle density fraction time point 6 weeks,1
Punctate,1
Riverside (soil beside) of the Cardener river,1
Patient13 sputum,1
"Oita, Japan",1
burn patient,1
Box,1
Bile fluid,1
wastewater CND number 8,1
Sputum; Late isolate from VAP patient 4,1
meconium,1
granitic soil,1
Dental implant,1
perirectal,1
Antarctic sea ice,1
PCB contaminated river sediment,1
"East Pacific Ocean Ridge, black smoker",1
Brazillian Cerrado Forest soil,1
chocolate milk,1
carious dentine tooth oral cavity,1
rumen content,1
"water from newly drilled coal seam bore well, sample 4",1
sample CTD10 from hydrothermal plume and surrounding marine water,1
rhizosphere of field grown potato plants,1
amniotic fluid,1
marine sediment sample taken at a water depth of 50 meters,1
muddy water from acid hot spring,1
Patient with Meliodosis,1
peritoneal catheter tip,1
inflamed tissue lesion of infected patient during surgery,1
Yak Milk,1
Lake Tyrrell,1
quick vinegar,1
leaf surface,1
Formation water coalbed methane wells,1
Human blood culture,1
rodent,1
Lake Pamvotis surface sentiment,1
Lake Michigan,1
Ctenocephalides felis orientis homogenates,1
montane grasslands,1
"infant under 1 year of age, breastfeeding, had prelonged diarrhea",1
central line catheter tip culture,1
bullrush,1
hybrid strain containing megaplasmid pSINMEB01 from BL225C and chromosome and pSym from strain 2011,1
acute necrotizing ulcerative gingivitis lesion,1
crop soil,1
Irrigation Solution,1
skin surface,1
stomach content of Brucella infected aborted goat fetus,1
Crop soil,1
isolated from activated sludge collected at the Gold Bar wastewater treatment facility,1
Sore swab,1
"Clinical, wound",1
Bronchioles,1
Bolonha Lake,1
rectal cultures,1
seawater from broodstock tank,1
Shellfish hatchery,1
Pus leg,1
Endocervical swab,1
Chopped Ham,1
poultry carcass 1,1
Hot springs and caldera lake in caldera of Raoul Island/Rangitaahua island arc volcano,1
biological sample,1
CF airways,1
mineral sediments from Lubin copper mine,1
blood sample from a 79 year old woman who was hospitalized in intensive care unit(ICU),1
deep water,1
Dog with mastitis,1
Tracheal secret.,1
Hypersaline soda lakes sediments,1
Coccygeal isolate,1
environment contaminated by Homo sapiens patients,1
Cistern Spring (CIS_19); temperature 78C; pH 4.4,1
high Lso titer potato psyllids,1
"originally isolated from olive trees affected by the olive quick decline syndrome (OQDS) in southern Italy, Apulia region; grown in lab in pure culture on infected periwinkle",1
Soil below an organic waste pile,1
Soil from ice-free area,1
microbial mat ULC082,1
biofilm from LB_RO membrane5,1
"single cells S1_H12, S5_K02, and S5_K13 amplified by MDA; Uruguay winery wastewater",1
Water in turkey house,1
Infant Powder Formula,1
digestive gland,1
dichlorophenol enrichment culture inoculated with agricultural soil,1
3 mesial subgingival,1
Bacteraemia,1
urinary tract infection,1
Tissue Fragment,1
chicken drumstick,1
blood sample from a 77 year old man who was hospitalized in ICU,1
Lab Strain,1
Pus axilla,1
gills from mollusc collected from dive Alvin 2796,1
coastal sediment,1
Ulu Slim Hot Spring,1
Necrotic Tissue,1
brain of a stranded short-finned pilot whale,1
Bos taurus,1
Tenderized squid roll,1
human oral cavity D057,1
bile duct,1
Jejunum,1
Bovine pre-evisceration carcass at harvest,1
intra-abdominal abscesses,1
deep sea water collected,1
Red Sea water column Station 22 - depth 200m,1
DNA amplified from hot spring microbial mat,1
chitin hydrogel 40-100 m particle (artificial) late colonization,1
marine sponge from Terra Nova Bay,1
Floor of Campus transit station,1
sheetmeat,1
hyperalkaline spring water,1
Zobell Marine Broth 2216,1
solar panels,1
"Water, lake, Lake Loosdrecht, The Netherlands",1
sample CTD7A from hydrothermal plume and surrounding marine water,1
stalactite dripping water,1
Medicine ward surface,1
"Fujian, China",1
housed macaque gastric juice,1
household surface,1
right femur,1
knee abscess,1
moribund parabramis pekinensis,1
mango tree,1
"wound, pus",1
weed growing in a vineyard,1
Glomma River,1
alpine lake,1
retail meat,1
shoulder lymph node,1
anterior nares,1
coral tissue,1
Blue-green algal mat freshwater thermal spring,1
Fresh water pond,1
retropharyngeal swab,1
healthy plant,1
Biofilm from plastic sample,1
meat products 2,1
marine biofilm from surface of adult mussels,1
Cerebro-spinal fluid,1
DEEP-SEA,1
Filtered Water Sample,1
clinical urine culture,1
pleural liquid,1
piggery air,1
Sediment from fracked well,1
mature fine tailings from oil sands tailings pond grown in methanogenic alkane degrading enrichment culture,1
agriculture soil,1
Eel tank water,1
raw fish sample from Turkey,1
blood sample from a 59 year old woman who was hospitalized in ICU,1
blood sample from a 46 year old man who was hospitalized in ICU,1
single cell amplified by MDA; Atlantis II Deep Red Sea brine-seawater interface,1
fragments of black porous stone,1
heart blood,1
ready to eat mixed salad leaves (obtained from supermarket),1
"subgingival plaque, periodontal pocket",1
patient with pneumonia,1
cherry,1
water(purple)/sediment(white),1
mini bronchoalveolar lavage,1
cloacal swab of non-flying juvenile fulmar,1
dorsal skin,1
ground under water statue,1
Spring water,1
marine solar saltern,1
hospital patients,1
abscess/wound,1
ECS,1
cuttlefish,1
Lung sputum,1
Vermicompost,1
wastewater treatment plant anoxic tank floating sludge islet,1
Drain out side,1
Brook charr,1
sick organs of a dead chicken,1
hot spring filament,1
housing complex,1
pigeon,1
flow cytometry enriched sample from Scripps pier surface waters,1
"two long term enrichment bioreactors used to enrich specifically for anammox bacteria; the reactors are fed with a mineral medium containing no carbon source other than CO2 and only NO2 and NH4 as electron acceptor/donor respectively; one reactor was described in Russ et al 2014 (PMID 24750895), the other reactor was the enrichment used as the seed for the experimental reactor described in Russ et al.; the seed reactor was in turn inoculated from a previous bioreactor which was started with biomass from a sediment in the Gullmar Fjord, described in Van de Vossenberg et al 2008 (PMID 18462401); This environmental sampling was, however, over 8 years ago.",1
Specimen,1
puddle on farm,1
Knee infection,1
mature fine tailings from oil sands tailings pond grown in anaerobic alkane degrading enrichment culture,1
trashcan,1
postoperative wound infection,1
reproductive tract,1
Postoperative wound,1
gut tissue,1
fine sandstone,1
top 1 cm of 85 C hot spring sediment,1
Soil samples were collected in an old abandoned vineyard fallow parcel,1
Red Sea water column Station 108 - depth 25m,1
carcasses from chicken farm,1
Rhizosphere of rape,1
Dehydrated small chilli without stem,1
blood sample from a 83 year old man who was hospitalized in ICU,1
Drain water house,1
Trichodesmium-associated heterocystous diazotroph (hetDA) enrichment; trichodesmium colony originally collected aboard the R/V Kilo Moana (KM10-13) near Station ALOHA,1
minimium media from garden soil,1
blood by aortic valve,1
sebaceous gland in acne affected area on nose of male with moderate acne,1
Industry,1
broncho-alveolar liquid,1
liver of male wild banded mongoose,1
lab-scale membrane bioreactor,1
Raw milk,1
"Table, meat shop",1
Abdominal Abscess,1
frescal cheese,1
biofilm from MA_RO membrane5,1
Rifle well FP-101 under low O2 conditions; 1.2 micron filter,1
primary chancre,1
hand,1
tea rhizoplane,1
Chard,1
intra-abdominal,1
"hot spring phototrophic microbial mat, red layer",1
paddy field,1
caruncle light organ,1
sediment sample,1
hemoculture,1
thorax drainage,1
Manila clam,1
Mushroom,1
abdominal drainage,1
Sesame leaf,1
Human Feces,1
grain stocked,1
polluted soil,1
Wound (not sterile),1
slough from ulcer,1
Patient10 sputum,1
single cell of Braarudosphaera bigelowii,1
separated from patient's sputum,1
Orange juice,1
"Potato tuber surface in potato research field in Lelystad, Netherlands",1
rhizosphere soil of tall fescue (Testuca arundinacea L.) in Shengli oilfield,1
blood sample from a 52 year old man who was hospitalized in ICU,1
meltwater pond,1
feces from 53 yr old caucasian female,1
dialysate,1
storm drain,1
microbial mat ULC335,1
Carrot juice,1
CatheterUrine,1
stool sample from Salmonellosis patient,1
blood from non-CF patient,1
gills from mollusc collected from dive Tiburon 351,1
water column,1
spleen of a wild rat,1
Broiler Carcass,1
Baskunchak hypersaline lake,1
nursery plant,1
Biogas plant,1
Nicaragua,1
meat ham,1
"Chicken, ceca, Gent, Belgium",1
high-arsenic sediment,1
Soil contaminated with the blood from the dead animal,1
South China Sea,1
sputum and bronchial alveolar lavage of 50 year old woman,1
thermally polluted industrial runoff,1
Secretions,1
control oxisol soil plot 6,1
"Ileum, payer's patch",1
"obtained by stable isotope probing of toluene-degrading methanogenic culture enriched from oil sands tailing of Alberta, Canada",1
Euglena gracilis from city ponds,1
Flax plant bast fibre,1
Raw duck meat,1
abdominal gunshot wound,1
venipuncture tube,1
Black rot infected cabbage leaf,1
coastal surface seawater of the Yellow Sea,1
anaerobic activated sludge,1
water lily,1
river water during mass gathering event,1
Salt,1
Galia Muskmelon,1
mature fine tailings from oil sands tailings pond,1
90 cm below water surface of man-made lake,1
Arugula,1
Sputum; Early isolate from VAP patient 1,1
ejaculate,1
bone culture,1
seedlings,1
peritoneal secretion,1
respiratory secretions,1
puncture liquid,1
"Healthy woman, from sebeceous gland on nose",1
Lake Neuchatel,1
left-sided endocarditis,1
eye swab,1
