species_id	biome_id	genome_count	total_genes	core_genes	soft_core_genes	shell_genes	cloud_genes	cloud_fraction	core_fraction
MGYG000000544	human-gut	7	1877	586	0	1256	35	0.018646776771443795	0.3122003196590304
MGYG000000555	human-gut	3	2294	1823	0	471	0	0.0	0.7946817785527462
MGYG000000502	human-gut	125	5305	3	153	2675	2474	0.4663524976437323	0.0005655042412818096
MGYG000000534	human-gut	310	7146	6	316	2149	4675	0.6542121466554716	0.0008396305625524769
MGYG000000513	human-gut	4	1780	1710	0	70	0	0.0	0.9606741573033708
MGYG000000524	human-gut	17	2725	259	0	1726	740	0.27155963302752295	0.09504587155963302
MGYG000000503	human-gut	7	2040	1494	0	430	116	0.056862745098039215	0.7323529411764705
MGYG000000535	human-gut	72	3257	16	245	1732	1264	0.3880871968068775	0.004912496162112374
MGYG000000546	human-gut	6	2926	1187	0	1739	0	0.0	0.40567327409432674
MGYG000000579	human-gut	11	2487	663	0	1512	312	0.12545235223160434	0.26658624849215923
MGYG000000525	human-gut	63	2457	17	522	1285	633	0.2576312576312576	0.006919006919006919
MGYG000000557	human-gut	3	1932	1529	0	403	0	0.0	0.7914078674948241
MGYG000000590	human-gut	13	1017	314	0	667	36	0.035398230088495575	0.3087512291052114
MGYG000000504	human-gut	33	3053	100	348	1716	889	0.29118899443170654	0.03275466754012447
MGYG000000568	human-gut	43	4317	198	565	1902	1652	0.38267315265230484	0.04586518415566365
MGYG000000515	human-gut	18	3474	528	0	2193	753	0.21675302245250433	0.15198618307426598
MGYG000000580	human-gut	5	2368	1072	0	1296	0	0.0	0.4527027027027027
MGYG000000526	human-gut	4	3119	1696	0	1423	0	0.0	0.5437640269317089
MGYG000000558	human-gut	34	3277	126	237	2068	846	0.2581629539212695	0.03844980164784864
MGYG000000591	human-gut	67	5277	0	58	2350	2869	0.5436801212810309	0.0
MGYG000000537	human-gut	26	3024	145	217	2018	644	0.21296296296296297	0.04794973544973545
MGYG000000527	human-gut	35	1489	210	279	453	547	0.3673606447280054	0.14103425117528542
MGYG000000506	human-gut	34	2056	179	334	1057	486	0.23638132295719844	0.08706225680933852
MGYG000000538	human-gut	78	5220	137	925	2226	1932	0.3701149425287356	0.02624521072796935
MGYG000000571	human-gut	10	2333	251	0	1599	483	0.2070295756536648	0.1075867981140163
MGYG000000517	human-gut	7	2791	1280	0	1461	50	0.01791472590469366	0.45861698316015764
MGYG000000549	human-gut	128	4506	69	626	1327	2484	0.5512649800266312	0.015312916111850865
MGYG000000582	human-gut	6	2264	1352	0	912	0	0.0	0.5971731448763251
MGYG000000528	human-gut	22	1847	212	301	1048	286	0.15484569572279372	0.11478072550081213
MGYG000000560	human-gut	4	2176	870	0	1306	0	0.0	0.39981617647058826
MGYG000000507	human-gut	39	2971	31	175	1979	786	0.26455738808481993	0.010434197239986537
MGYG000000539	human-gut	86	3578	0	118	1883	1577	0.44074902179988823	0.0
MGYG000000572	human-gut	4	1720	453	0	1267	0	0.0	0.2633720930232558
MGYG000000518	human-gut	5	1706	906	0	800	0	0.0	0.5310668229777257
MGYG000000550	human-gut	15	4460	599	0	2474	1387	0.3109865470852018	0.134304932735426
MGYG000000529	human-gut	20	2419	599	598	966	256	0.10582885489871847	0.24762298470442332
MGYG000000561	human-gut	68	4520	33	454	2148	1885	0.4170353982300885	0.007300884955752212
MGYG000000508	human-gut	143	4424	31	406	1248	2739	0.619122965641953	0.007007233273056058
MGYG000000540	human-gut	16	2052	146	0	1177	729	0.35526315789473684	0.07115009746588694
MGYG000000573	human-gut	12	2551	336	0	2028	187	0.0733045864366915	0.13171305370442962
MGYG000002419	human-gut	5	1623	523	0	1100	0	0.0	0.32224276032039434
MGYG000002451	human-gut	5	2613	1411	0	1202	0	0.0	0.5399923459624952
MGYG000002483	human-gut	34	6141	39	214	2548	3340	0.5438853606904412	0.006350757205666829
MGYG000002494	human-gut	33	5836	515	647	3533	1141	0.1955106237148732	0.08824537354352296
MGYG000002473	human-gut	37	7746	190	332	3988	3236	0.4177640072295378	0.024528789052414148
MGYG000002452	human-gut	11	3189	1870	0	813	506	0.15867042960175604	0.5863907180934462
MGYG000002463	human-gut	72	10860	89	1227	5283	4261	0.3923572744014733	0.008195211786372007
MGYG000002495	human-gut	3	4965	3650	0	1315	0	0.0	0.7351460221550856
MGYG000002410	human-gut	4	2913	1985	0	928	0	0.0	0.6814280810161346
MGYG000002453	human-gut	566	5275	2	763	1948	2562	0.4856872037914692	0.0003791469194312796
MGYG000002485	human-gut	287	6690	0	103	2413	4174	0.623916292974589	0.0
MGYG000002400	human-gut	19	2667	236	0	2228	203	0.07611548556430446	0.08848893888263967
MGYG000002432	human-gut	5	2291	1644	0	647	0	0.0	0.7175905718027062
MGYG000002486	human-gut	70	5599	3	234	2957	2405	0.429540989462404	0.0005358099660653688
MGYG000002401	human-gut	16	2990	272	0	2150	568	0.18996655518394648	0.09096989966555184
MGYG000002497	human-gut	81	7980	11	2181	2872	2916	0.36541353383458647	0.0013784461152882206
MGYG000002412	human-gut	311	6990	1	206	2022	4761	0.6811158798283262	0.0001430615164520744
MGYG000002455	human-gut	463	43752	0	950	4767	38035	0.8693316876942768	0.0
MGYG000002487	human-gut	8	4253	1708	0	1765	780	0.18339995297437103	0.4015988713849048
MGYG000002466	human-gut	3	4600	3906	0	694	0	0.0	0.8491304347826087
MGYG000002498	human-gut	9	5499	2541	0	2149	809	0.14711765775595562	0.46208401527550463
MGYG000002477	human-gut	7	5867	3477	0	1454	936	0.15953638997784217	0.5926367820010227
MGYG000002456	human-gut	37	2361	20	75	1535	731	0.30961457009741633	0.00847098686997035
MGYG000002435	human-gut	3	1899	1885	0	14	0	0.0	0.9926276987888363
MGYG000002467	human-gut	5	5596	3844	0	1752	0	0.0	0.6869192280200143
MGYG000002499	human-gut	65	10420	108	981	3493	5838	0.5602687140115163	0.01036468330134357
MGYG000002446	human-gut	186	3854	0	382	1461	2011	0.5217955371043073	0.0
MGYG000002478	human-gut	5767	125937	1	387	3954	121595	0.9655224437615634	7.940478175595735e-06
MGYG000002489	human-gut	47	2201	1857	49	257	38	0.017264879600181735	0.8437074057246706
MGYG000002415	human-gut	3	3803	3291	0	512	0	0.0	0.8653694451748619
MGYG000002447	human-gut	371	3547	0	92	2006	1449	0.4085142373837045	0.0
MGYG000002479	human-gut	23	2252	158	349	1198	547	0.24289520426287745	0.07015985790408526
MGYG000002405	human-gut	10	2428	705	0	1520	203	0.08360790774299835	0.2903624382207578
MGYG000002469	human-gut	503	7133	0	403	1762	4968	0.6964811439786905	0.0
MGYG000002416	human-gut	3	2883	1338	0	1545	0	0.0	0.46409989594172735
MGYG000002480	human-gut	274	8430	0	38	2608	5784	0.6861209964412811	0.0
MGYG000002459	human-gut	91	1852	0	25	1541	286	0.15442764578833693	0.0
MGYG000002438	human-gut	4712	33062	0	469	3768	28825	0.8718468332224306	0.0
MGYG000002470	human-gut	156	22236	1	430	4291	17514	0.787641662169455	4.4972117287281886e-05
MGYG000002449	human-gut	10	5456	1963	0	2382	1111	0.20362903225806453	0.3597873900293255
MGYG000002460	human-gut	14	5517	2659	0	1858	1000	0.18125793003443902	0.4819648359615733
MGYG000002492	human-gut	7511	60070	0	327	2170	57573	0.9584318295322124	0.0
MGYG000002471	human-gut	3	4697	3506	0	1191	0	0.0	0.7464338939748776
MGYG000002482	human-gut	346	8201	0	125	1863	6213	0.7575905377393001	0.0
MGYG000002440	human-gut	4	2594	1022	0	1572	0	0.0	0.39398612181958365
MGYG000003231	human-gut	3	1715	1192	0	523	0	0.0	0.6950437317784257
MGYG000003220	human-gut	5	2394	259	0	2135	0	0.0	0.10818713450292397
MGYG000003243	human-gut	3	1967	1178	0	789	0	0.0	0.5988815455007626
MGYG000003290	human-gut	6	1323	798	0	525	0	0.0	0.6031746031746031
MGYG000003233	human-gut	5	2286	659	0	1627	0	0.0	0.2882764654418198
MGYG000003266	human-gut	11	2251	295	0	1840	116	0.05153265215459796	0.1310528653931586
MGYG000003278	human-gut	8	2205	258	0	1578	369	0.1673469387755102	0.11700680272108843
MGYG000003291	human-gut	5	1810	1056	0	754	0	0.0	0.5834254143646409
MGYG000003279	human-gut	22	3773	585	589	1588	1011	0.2679565332626557	0.155049032600053
MGYG000003292	human-gut	10	1713	279	0	1417	17	0.0099241097489784	0.1628721541155867
MGYG000003223	human-gut	3	1656	1106	0	550	0	0.0	0.6678743961352657
MGYG000003257	human-gut	14	1857	189	0	1264	404	0.21755519655358105	0.10177705977382875
MGYG000003293	human-gut	19	2939	257	0	1903	779	0.2650561415447431	0.0874447090847227
MGYG000003282	human-gut	5	2877	1089	0	1788	0	0.0	0.37851929092805003
MGYG000003203	human-gut	5	4431	2814	0	1617	0	0.0	0.6350710900473934
MGYG000003214	human-gut	3	4155	2184	0	1971	0	0.0	0.5256317689530686
MGYG000003237	human-gut	37	6290	72	179	3670	2369	0.3766295707472178	0.011446740858505564
MGYG000003295	human-gut	14	2300	375	0	1497	428	0.18608695652173912	0.16304347826086957
MGYG000003215	human-gut	6	2342	888	0	1454	0	0.0	0.37916310845431256
MGYG000003238	human-gut	3	1465	805	0	660	0	0.0	0.5494880546075085
MGYG000003284	human-gut	15	2895	676	0	1126	1093	0.3775474956822107	0.23350604490500865
MGYG000003205	human-gut	5	2666	1152	0	1514	0	0.0	0.43210802700675166
MGYG000003226	human-gut	25	3593	79	212	2251	1051	0.29251322015029224	0.021987197328138045
MGYG000003216	human-gut	5	1655	1129	0	526	0	0.0	0.6821752265861027
MGYG000003250	human-gut	4	1544	977	0	567	0	0.0	0.6327720207253886
MGYG000003251	human-gut	9	1767	221	0	1491	55	0.0311262026032824	0.1250707413695529
MGYG000003287	human-gut	4	2520	643	0	1877	0	0.0	0.25515873015873014
MGYG000003298	human-gut	54	2835	25	171	1334	1305	0.4603174603174603	0.008818342151675485
MGYG000003288	human-gut	108	4664	6	116	2018	2524	0.5411663807890223	0.001286449399656947
MGYG000004794	human-gut	169	5712	31	537	661	4483	0.7848389355742297	0.005427170868347339
MGYG000004784	human-gut	7	2114	297	0	1584	233	0.11021759697256386	0.14049195837275308
MGYG000004764	human-gut	3	2553	1009	0	1544	0	0.0	0.3952213082647865
MGYG000004786	human-gut	5	2599	1319	0	1280	0	0.0	0.5075028857252789
MGYG000004733	human-gut	13	3642	217	0	3010	415	0.11394838001098298	0.05958264689730917
MGYG000004765	human-gut	3	2001	1466	0	535	0	0.0	0.7326336831584208
MGYG000004744	human-gut	3	1885	736	0	1149	0	0.0	0.3904509283819629
MGYG000004776	human-gut	6	1343	428	0	915	0	0.0	0.3186895011169025
MGYG000004723	human-gut	8	2565	334	0	1789	442	0.1723196881091618	0.13021442495126706
MGYG000004777	human-gut	5	2027	1349	0	678	0	0.0	0.6655155402072027
MGYG000004798	human-gut	37	3815	174	259	2134	1248	0.327129750982962	0.04560943643512451
MGYG000004735	human-gut	3	2939	1378	0	1561	0	0.0	0.46886696155154817
MGYG000004746	human-gut	5	1886	937	0	949	0	0.0	0.4968186638388123
MGYG000004799	human-gut	3	2635	1958	0	677	0	0.0	0.7430740037950664
MGYG000004757	human-gut	7	2197	934	0	765	498	0.2266727355484752	0.4251251706873009
MGYG000004779	human-gut	6	2378	1315	0	1063	0	0.0	0.5529857022708158
MGYG000004758	human-gut	11	2722	561	0	1811	350	0.12858192505510654	0.20609845701689933
MGYG000004790	human-gut	3	1471	991	0	480	0	0.0	0.6736913664174031
MGYG000004769	human-gut	2342	12966	0	19	2230	10717	0.826546351997532	0.0
MGYG000004716	human-gut	5	1751	824	0	927	0	0.0	0.47058823529411764
MGYG000004780	human-gut	3	2565	915	0	1650	0	0.0	0.3567251461988304
MGYG000004706	human-gut	4	2288	856	0	1432	0	0.0	0.3741258741258741
MGYG000004760	human-gut	5	1907	633	0	1274	0	0.0	0.3319349764027268
MGYG000003818	human-gut	14	1714	425	0	1141	148	0.08634772462077013	0.24795799299883314
MGYG000003874	human-gut	14	2300	193	0	1787	320	0.1391304347826087	0.08391304347826087
MGYG000003819	human-gut	3	2031	1238	0	793	0	0.0	0.6095519448547514
MGYG000003852	human-gut	84	2656	13	211	1671	761	0.2865210843373494	0.004894578313253012
MGYG000003863	human-gut	3	2440	1573	0	867	0	0.0	0.644672131147541
MGYG000003875	human-gut	96	7213	21	343	2648	4201	0.5824206294191044	0.0029114099542492723
MGYG000003820	human-gut	14	3245	890	0	1685	670	0.20647149460708783	0.27426810477657937
MGYG000003886	human-gut	6	1761	378	0	1383	0	0.0	0.21465076660988075
MGYG000003821	human-gut	8	2937	341	0	2151	445	0.15151515151515152	0.11610486891385768
MGYG000003800	human-gut	17	2375	219	0	1825	331	0.13936842105263159	0.09221052631578948
MGYG000003832	human-gut	3	1110	639	0	471	0	0.0	0.5756756756756757
MGYG000003811	human-gut	3	1905	844	0	1061	0	0.0	0.4430446194225722
MGYG000003843	human-gut	9	2163	1742	0	404	17	0.00785945446139621	0.8053629218677762
MGYG000003888	human-gut	5	2157	663	0	1494	0	0.0	0.30737134909596664
MGYG000003801	human-gut	8	2497	458	0	1201	838	0.3356027232679215	0.18342010412494994
MGYG000003899	human-gut	328	8974	0	122	2007	6845	0.7627590817918432	0.0
MGYG000003812	human-gut	9	2139	812	0	1253	74	0.0345956054230949	0.3796166432912576
MGYG000003878	human-gut	3	1934	1082	0	852	0	0.0	0.5594622543950362
MGYG000003856	human-gut	5	1868	1324	0	544	0	0.0	0.708779443254818
MGYG000003834	human-gut	26	3584	99	239	2379	867	0.24190848214285715	0.027622767857142856
MGYG000003813	human-gut	18	1765	337	0	1170	258	0.1461756373937677	0.19093484419263457
MGYG000003824	human-gut	6	2121	792	0	1329	0	0.0	0.3734087694483734
MGYG000003835	human-gut	16	3678	725	0	2084	869	0.23626971179989126	0.1971179989124524
MGYG000003814	human-gut	28	2451	263	247	1261	680	0.277437780497756	0.1073031415748674
MGYG000003880	human-gut	6	1897	1326	0	571	0	0.0	0.6989984185556142
MGYG000003825	human-gut	5	2079	1193	0	886	0	0.0	0.5738335738335738
MGYG000003815	human-gut	17	2054	672	0	1096	286	0.13924050632911392	0.32716650438169426
MGYG000003837	human-gut	4	1805	982	0	823	0	0.0	0.5440443213296399
MGYG000003849	human-gut	23	1859	265	469	815	310	0.16675632060247444	0.14254975793437333
MGYG000003860	human-gut	7	2320	419	0	1550	351	0.15129310344827587	0.18060344827586206
MGYG000003893	human-gut	3	2547	1640	0	907	0	0.0	0.6438947781703965
MGYG000003872	human-gut	4	2535	1053	0	1482	0	0.0	0.4153846153846154
MGYG000003883	human-gut	4	3492	2560	0	932	0	0.0	0.7331042382588774
MGYG000003873	human-gut	4	1825	1089	0	736	0	0.0	0.5967123287671233
MGYG000002129	human-gut	35	2382	38	167	1624	553	0.23215785054575985	0.01595298068849706
MGYG000002193	human-gut	4	1460	671	0	789	0	0.0	0.45958904109589044
MGYG000002172	human-gut	4	937	612	0	325	0	0.0	0.6531483457844184
MGYG000002183	human-gut	4	2078	1014	0	1064	0	0.0	0.4879692011549567
MGYG000002130	human-gut	6	2000	734	0	1266	0	0.0	0.367
MGYG000002194	human-gut	39	3233	429	707	1282	815	0.25208784410763996	0.13269409217445097
MGYG000002108	human-gut	179	7836	4	334	2162	5336	0.6809596733027055	0.0005104645227156713
MGYG000002173	human-gut	6	1397	1086	0	311	0	0.0	0.7773801002147459
MGYG000002120	human-gut	3	1405	797	0	608	0	0.0	0.5672597864768684
MGYG000002152	human-gut	52	4128	108	454	2087	1479	0.35828488372093026	0.02616279069767442
MGYG000002184	human-gut	4	1706	1075	0	631	0	0.0	0.6301289566236812
MGYG000002163	human-gut	799	9143	0	212	1554	7377	0.8068467680192497	0.0
MGYG000002109	human-gut	11	2161	884	0	1113	164	0.07589079130032392	0.4090698750578436
MGYG000002174	human-gut	3	1258	1167	0	91	0	0.0	0.9276629570747218
MGYG000002121	human-gut	50	3074	15	262	1746	1051	0.3418998048145738	0.004879635653871178
MGYG000002185	human-gut	7	1277	152	0	1084	41	0.03210649960845732	0.11902897415818324
MGYG000002164	human-gut	18	1718	119	0	1462	137	0.07974388824214203	0.06926658905704307
MGYG000002110	human-gut	3	1832	1645	0	187	0	0.0	0.8979257641921398
MGYG000002143	human-gut	212	7741	0	235	1696	5810	0.7505490246738148	0.0
MGYG000002175	human-gut	136	2990	0	157	972	1861	0.6224080267558528	0.0
MGYG000002186	human-gut	14	3396	479	0	2222	695	0.2046525323910483	0.14104829210836278
MGYG000002100	human-gut	4	1970	1279	0	691	0	0.0	0.6492385786802031
MGYG000002133	human-gut	211	9485	3	258	2219	7005	0.7385345282024249	0.000316288877174486
MGYG000002197	human-gut	9	1574	192	0	1311	71	0.04510800508259212	0.12198221092757307
MGYG000002111	human-gut	20	2812	190	417	1580	625	0.22226173541963015	0.06756756756756757
MGYG000002144	human-gut	61	3216	11	205	1346	1654	0.5143034825870647	0.003420398009950249
MGYG000002176	human-gut	3	2158	1485	0	673	0	0.0	0.6881371640407785
MGYG000002123	human-gut	10	2889	421	0	2400	68	0.02353755624783662	0.1457251644167532
MGYG000002155	human-gut	65	4084	10	202	2063	1809	0.4429480901077375	0.002448579823702253
MGYG000002101	human-gut	112	4137	10	113	2160	1854	0.448150833937636	0.00241721053903795
MGYG000002134	human-gut	4	2732	867	0	1865	0	0.0	0.31734992679355783
MGYG000002166	human-gut	99	5085	4	207	1426	3448	0.6780727630285153	0.0007866273352999017
MGYG000002145	human-gut	6	2734	1370	0	1364	0	0.0	0.5010972933430871
MGYG000002124	human-gut	14	2578	432	0	1636	510	0.1978277734678045	0.16757176105508145
MGYG000002156	human-gut	8	2291	832	0	1329	130	0.05674378000872981	0.3631601920558708
MGYG000002188	human-gut	4	1442	666	0	776	0	0.0	0.4618585298196949
MGYG000002102	human-gut	29	2666	84	159	1495	928	0.3480870217554389	0.03150787696924231
MGYG000002167	human-gut	7	1207	451	0	608	148	0.12261806130903065	0.3736536868268434
MGYG000002125	human-gut	33	2831	167	307	1157	1200	0.4238784881667255	0.058989756269869305
MGYG000002157	human-gut	12	3114	889	0	1991	234	0.07514450867052024	0.28548490687219014
MGYG000002103	human-gut	3	1426	944	0	482	0	0.0	0.6619915848527349
MGYG000002136	human-gut	7	3851	843	0	2355	653	0.16956634640353155	0.21890418073227733
MGYG000002168	human-gut	5	3167	1656	0	1511	0	0.0	0.5228923271234607
MGYG000002114	human-gut	7	2158	548	0	1555	55	0.025486561631139944	0.25393883225208524
MGYG000002147	human-gut	3	1145	592	0	553	0	0.0	0.5170305676855895
MGYG000002158	human-gut	10	3609	143	0	2565	901	0.24965364366860626	0.039623164311443616
MGYG000002190	human-gut	33	3969	140	182	2309	1338	0.3371126228269085	0.03527336860670194
MGYG000002104	human-gut	46	3660	49	330	1683	1598	0.43661202185792347	0.013387978142076503
MGYG000002169	human-gut	16	1718	202	0	1201	315	0.18335273573923166	0.11757857974388825
MGYG000002180	human-gut	23	3031	398	368	1082	1183	0.3903002309468822	0.13130979874628834
MGYG000002159	human-gut	3	2405	2194	0	211	0	0.0	0.9122661122661123
MGYG000002191	human-gut	188	5662	2	127	1440	4093	0.7228894383610032	0.00035323207347227127
MGYG000002105	human-gut	8	1913	550	0	1318	45	0.023523261892315735	0.2875065342394145
MGYG000002138	human-gut	4	2156	747	0	1409	0	0.0	0.3464749536178108
MGYG000002149	human-gut	7	2766	1142	0	1486	138	0.049891540130151846	0.4128705712219812
MGYG000002181	human-gut	43	4342	312	742	1197	2091	0.4815753109166283	0.0718562874251497
MGYG000002192	human-gut	6	2530	609	0	1921	0	0.0	0.24071146245059288
MGYG000002106	human-gut	6	1698	463	0	1235	0	0.0	0.27267373380447585
MGYG000002139	human-gut	3	1559	631	0	928	0	0.0	0.404746632456703
MGYG000002171	human-gut	10	4118	821	0	2758	539	0.13088878096163187	0.19936862554638174
MGYG000002718	human-gut	6	4108	1096	0	3012	0	0.0	0.2667964946445959
MGYG000002782	human-gut	37	2958	82	172	1838	866	0.2927653820148749	0.027721433400946585
MGYG000002708	human-gut	3	1419	692	0	727	0	0.0	0.48766737138830163
MGYG000002772	human-gut	3	1922	906	0	1016	0	0.0	0.4713839750260146
MGYG000002783	human-gut	25	2536	148	467	1458	463	0.18257097791798108	0.0583596214511041
MGYG000002762	human-gut	3	2306	1564	0	742	0	0.0	0.6782307025151778
MGYG000002794	human-gut	108	5598	32	244	1625	3697	0.6604144337263308	0.0057163272597356195
MGYG000002773	human-gut	396	17518	7	408	1276	15827	0.903470715835141	0.0003995889941774175
MGYG000002784	human-gut	33	2014	202	337	1155	320	0.15888778550148958	0.1002979145978153
MGYG000002763	human-gut	36	3420	95	171	1696	1458	0.4263157894736842	0.027777777777777776
MGYG000002710	human-gut	39	4485	88	194	2115	2088	0.46555183946488293	0.019620958751393535
MGYG000002742	human-gut	3	2129	747	0	1382	0	0.0	0.35086895255988726
MGYG000002774	human-gut	3	2911	2746	0	165	0	0.0	0.9433184472689797
MGYG000002721	human-gut	5	2838	1811	0	1027	0	0.0	0.6381254404510218
MGYG000002711	human-gut	30	5022	120	306	2911	1685	0.3355236957387495	0.023894862604540025
MGYG000002775	human-gut	11	2156	1202	0	703	251	0.11641929499072357	0.5575139146567718
MGYG000002722	human-gut	5	1774	1287	0	487	0	0.0	0.7254791431792559
MGYG000002754	human-gut	3	1912	478	0	1434	0	0.0	0.25
MGYG000002786	human-gut	14	1580	362	0	1215	3	0.0018987341772151898	0.2291139240506329
