OG_id	n_organisms	n_essential_organisms	n_nonessential_organisms	n_genes	n_essential_genes	frac_essential	essentiality_class	rep_gene	rep_desc	essential_organisms	nonessential_organisms	copy_ratio	is_single_copy
OG00045	47	7	47	564	13	0.14893617021276595	variably_essential	ydcW	methylmalonate-semialdehyde dehydrogenase [acylating] (RefSeq)	BFirm;Burk376;Cup4G11;Dyella79;Phaeo;RalstoniaBSBF1503;pseudo1_N1B4	ANA3;BFirm;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Methanococcus_JJ;Methanococcus_S2;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	12.0	False
OG00046	16	1	16	22	1	0.0625	variably_essential		Uncharacterized conserved protein, DUF1501 family	Burk376	BFirm;Burk376;Caulo;Cup4G11;Dino;Dyella79;HerbieS;Korea;Magneto;Pedo557;Phaeo;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;acidovorax_3H11	1.375	False
OG00047	37	13	37	187	31	0.35135135135135137	variably_essential	cynD	aliphatic sulfonate ABC transporter ATP-binding protein	BFirm;Burk376;Cup4G11;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaUW163;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1	BFirm;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;HerbieS;Keio;Koxy;Magneto;Marino;Methanococcus_JJ;Methanococcus_S2;Miya;PS;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	5.054054054054054	False
OG00048	7	4	3	7	4	0.5714285714285714	variably_essential		hypothetical protein	RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163	Cup4G11;HerbieS;acidovorax_3H11	1.0	False
OG00049	26	5	21	27	5	0.19230769230769232	variably_essential		urease accessory protein UreJ	Dyella79;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaUW163;psRCH2	ANA3;Cup4G11;Dino;HerbieS;MR1;Marino;PV4;Putida;RalstoniaPSI07;SB2B;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0384615384615385	False
OG00050	39	30	21	57	32	0.7692307692307693	variably_essential	fixB	electron transfer flavoprotein subunit alpha	BFirm;Burk376;Caulo;Cola;Cup4G11;Dino;HerbieS;Korea;Magneto;Marino;PV4;Pedo557;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	ANA3;BFirm;Btheta;Burk376;Dyella79;HerbieS;Kang;Keio;MR1;Magneto;PS;PV4;Ponti;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;acidovorax_3H11;azobra;pseudo1_N1B4;pseudo5_N2C3_1	1.4615384615384615	False
OG00051	24	7	17	27	8	0.2916666666666667	variably_essential		Organosulfonate utilization protein SsuF	BFirm;Magneto;PV4;RalstoniaBSBF1503;WCS417;pseudo13_GW456_L13;pseudo6_N2E2	ANA3;Burk376;Cup4G11;HerbieS;Methanococcus_JJ;Methanococcus_S2;Miya;Putida;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SyringaeB728a;SyringaeB728a_mexBdelta;psRCH2;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1	1.125	False
OG00052	46	38	21	61	38	0.8260869565217391	variably_essential	sodB	superoxide dismutase SodB	ANA3;BFirm;Burk376;Cup4G11;Dda3937;Ddia6719;DdiaME23;HerbieS;Kang;Korea;Koxy;MR1;Magneto;Marino;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	Btheta;Burk376;Caulo;Cola;Dino;DvH;Dyella79;Keio;Korea;Koxy;Miya;Putida;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo5_N2C3_1;pseudo6_N2E2	1.326086956521739	False
OG00053	40	24	40	395	34	0.6	variably_essential	gst	glutathione S-transferase	ANA3;BFirm;Burk376;Caulo;Cup4G11;Dino;HerbieS;Korea;Koxy;Magneto;Marino;PS;PV4;Phaeo;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;SyringaeB728a;WCS417;acidovorax_3H11;psRCH2;pseudo1_N1B4	ANA3;BFirm;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;PS;PV4;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	9.875	False
OG00054	40	39	2	41	39	0.975	variably_essential	ubiG	3-demethylubiquinone-9 3-methyltransferase	ANA3;BFirm;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;PS;PV4;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	PV4;Ponti	1.025	False
OG00055	48	5	48	458	6	0.10416666666666667	variably_essential	caiC	acetoacetyl-CoA synthase (TIGR)	BFirm;Dino;Kang;WCS417;acidovorax_3H11	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Methanococcus_JJ;Methanococcus_S2;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	9.541666666666666	False
OG00056	44	44	0	44	44	1.0	universally_essential	thiL	thiamine-monophosphate kinase	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Marino;Methanococcus_JJ;Methanococcus_S2;Miya;PS;PV4;Pedo557;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2		1.0	True
OG00057	28	4	25	35	4	0.14285714285714285	variably_essential		Maleylacetoacetate isomerase (EC 5.2.1.2) @ Glutathione S-transferase, zeta (EC 2.5.1.18)	Caulo;HerbieS;Kang;acidovorax_3H11	ANA3;BFirm;Burk376;Cup4G11;Dyella79;Korea;Koxy;MR1;PV4;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;WCS417;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.25	False
OG00058	10	2	8	10	2	0.2	variably_essential		molybdenum ABC transporter substrate-binding protein	BFirm;Burk376	Cup4G11;HerbieS;RalstoniaPSI07;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;pseudo3_N2E3	1.0	False
OG00059	44	17	44	161	23	0.38636363636363635	variably_essential	b1396	thioesterase	BFirm;Burk376;Cup4G11;Ddia6719;Dino;HerbieS;Korea;Magneto;PV4;Phaeo;Ponti;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;azobra;pseudo1_N1B4	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Keio;Korea;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	3.659090909090909	False
OG00060	47	33	33	100	33	0.7021276595744681	variably_essential	serC	alanine--glyoxylate aminotransferase family protein	ANA3;Cola;Cup4G11;Ddia6719;Dino;DvH;HerbieS;Kang;Korea;MR1;Magneto;Marino;Methanococcus_JJ;Methanococcus_S2;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaUW163;SB2B;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo5_N2C3_1;pseudo6_N2E2	ANA3;BFirm;Btheta;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;Keio;Koxy;MR1;Magneto;Miya;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;SB2B;Smeli;SynE;WCS417;acidovorax_3H11;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3	2.127659574468085	False
OG00061	48	8	48	188	10	0.16666666666666666	variably_essential	yiaE	oxidoreductase	Burk376;Cola;Magneto;Pedo557;Ponti;azobra;psRCH2;pseudo6_N2E2	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Methanococcus_JJ;Methanococcus_S2;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	3.9166666666666665	False
OG00062	7	0	7	7	0	0.0	never_essential		cobalt ABC transporter substrate-binding protein		Cola;Cup4G11;HerbieS;Pedo557;acidovorax_3H11;azobra;pseudo1_N1B4	1.0	False
OG00063	3	0	3	3	0	0.0	never_essential		dihydrodipicolinate synthetase		Cup4G11;HerbieS;Koxy	1.0	False
OG00064	23	0	23	24	0	0.0	never_essential	eutB	ethanolamine ammonia-lyase subunit EutB		BFirm;Burk376;Cup4G11;HerbieS;Keio;Koxy;Marino;Miya;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0434782608695652	False
OG00065	6	2	4	6	2	0.3333333333333333	variably_essential		centriolin protein	Dino;Magneto	HerbieS;Phaeo;Smeli;azobra	1.0	False
OG00066	12	2	10	12	2	0.16666666666666666	variably_essential	higB	plasmid maintenance system killer	BFirm;Marino	Burk376;DvH;Dyella79;HerbieS;MR1;Magneto;Miya;Putida;Smeli;pseudo3_N2E3	1.0	False
OG00067	35	7	35	299	7	0.2	variably_essential	tsr	putative methyl-accepting chemotaxis sensory transducer (RefSeq)	Burk376;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;WCS417;azobra	ANA3;BFirm;Burk376;Cup4G11;Dda3937;Ddia6719;DdiaME23;DvH;Dyella79;HerbieS;Keio;Korea;MR1;Magneto;Marino;Miya;PS;PV4;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	8.542857142857143	False
OG00068	45	45	0	45	45	1.0	universally_essential	lpxB	lipid-A-disaccharide synthase	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2		1.0	True
OG00069	42	42	0	42	42	1.0	universally_essential	glyS	glycine--tRNA ligase subunit beta	ANA3;BFirm;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2		1.0	True
OG00070	46	12	45	105	12	0.2608695652173913	variably_essential	phb	protease FtsH subunit HflC	BFirm;Burk376;Cup4G11;Dda3937;Magneto;PS;RalstoniaBSBF1503;RalstoniaGMI1000;SynE;WCS417;psRCH2;pseudo1_N1B4	ANA3;BFirm;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Methanococcus_JJ;Methanococcus_S2;Miya;PS;PV4;Pedo557;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	2.282608695652174	False
OG00071	46	10	45	403	14	0.21739130434782608	variably_essential	cysA-1	putative spermidine/putrescine transport system ATP-binding protein	BFirm;Dino;Kang;Phaeo;RalstoniaBSBF1503;RalstoniaGMI1000;SynE;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4	ANA3;BFirm;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Keio;Koxy;MR1;Magneto;Marino;Methanococcus_JJ;Methanococcus_S2;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	8.76086956521739	False
OG00072	37	4	33	66	4	0.10810810810810811	variably_essential	futB	binding-protein-dependent transport systems inner membrane component (RefSeq)	Dino;Kang;SynE;psRCH2	ANA3;BFirm;Cup4G11;Dda3937;Ddia6719;DdiaME23;HerbieS;Koxy;MR1;Marino;Methanococcus_JJ;Methanococcus_S2;Miya;PS;PV4;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.7837837837837838	False
OG00073	2	0	2	2	0	0.0	never_essential		ABC transporter permease		HerbieS;acidovorax_3H11	1.0	False
OG00074	43	5	43	499	8	0.11627906976744186	variably_essential	gltI	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain	BFirm;Dda3937;Methanococcus_JJ;RalstoniaGMI1000;pseudo1_N1B4	ANA3;BFirm;Btheta;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;HerbieS;Kang;Keio;Koxy;MR1;Magneto;Marino;Methanococcus_JJ;Methanococcus_S2;Miya;PS;PV4;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	11.604651162790697	False
OG00075	48	23	48	639	37	0.4791666666666667	variably_essential	ycfQ	putative TetR/AcrR family transcriptional regulatory protein	BFirm;Burk376;Cup4G11;Dda3937;Ddia6719;DdiaME23;HerbieS;Keio;Korea;Koxy;MR1;Miya;PS;PV4;Phaeo;Smeli;SyringaeB728a;WCS417;azobra;psRCH2;pseudo1_N1B4;pseudo5_N2C3_1;pseudo6_N2E2	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Methanococcus_JJ;Methanococcus_S2;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	13.3125	False
OG00076	31	2	31	68	2	0.06451612903225806	variably_essential		2-hydroxychromene-2-carboxylate isomerase family protein, glutathione-dependent	Burk376;pseudo1_N1B4	BFirm;Burk376;Caulo;Cola;Cup4G11;DdiaME23;Dino;Dyella79;HerbieS;Magneto;Marino;PS;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	2.193548387096774	False
OG00077	12	2	10	15	2	0.16666666666666666	variably_essential		Asp/Glu racemase	BFirm;HerbieS	Cup4G11;Dino;Phaeo;Putida;RalstoniaGMI1000;Smeli;WCS417;acidovorax_3H11;azobra;pseudo6_N2E2	1.25	False
OG00078	11	1	11	20	1	0.09090909090909091	variably_essential		Cytochrome c553	HerbieS	BFirm;Burk376;Cup4G11;Dino;Dyella79;HerbieS;PV4;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163	1.8181818181818181	False
OG00079	48	11	48	328	17	0.22916666666666666	variably_essential	yieH	fructose-1-phosphate/6-phosphogluconate phosphatase	BFirm;Burk376;Korea;Koxy;Marino;PV4;SynE;SyringaeB728a;WCS417;azobra;pseudo1_N1B4	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Methanococcus_JJ;Methanococcus_S2;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	6.833333333333333	False
OG00080	5	0	5	5	0	0.0	never_essential		putative N-acetyltransferase		Dda3937;Ddia6719;DdiaME23;HerbieS;azobra	1.0	False
OG00081	5	0	5	6	0	0.0	never_essential		enoyl-CoA hydratase		Cup4G11;HerbieS;Phaeo;WCS417;acidovorax_3H11	1.2	False
OG00082	46	21	44	79	22	0.45652173913043476	variably_essential	relA	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	Btheta;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dyella79;HerbieS;Kang;Magneto;Putida;RalstoniaGMI1000;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Marino;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.7173913043478262	False
OG00083	15	0	15	16	0	0.0	never_essential		conserved exported protein of unknown function		Cup4G11;Dyella79;HerbieS;Korea;Koxy;Putida;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0666666666666667	False
OG00084	9	2	7	9	2	0.2222222222222222	variably_essential		Superfamily II DNA and RNA helicase	Burk376;Cup4G11	BFirm;HerbieS;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;acidovorax_3H11	1.0	False
OG00085	37	6	33	47	6	0.16216216216216217	variably_essential	cinA	ompetence-damaged protein	Magneto;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;pseudo1_N1B4;pseudo6_N2E2	BFirm;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;Marino;PS;Phaeo;Ponti;Putida;RalstoniaBSBF1503;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.2702702702702702	False
OG00086	2	0	2	2	0	0.0	never_essential		cytochrome protein		Cup4G11;HerbieS	1.0	False
OG00087	11	6	5	11	6	0.5454545454545454	variably_essential		Protein of unknown function (DUF3579).	BFirm;Burk376;HerbieS;RalstoniaGMI1000;RalstoniaPSI07;acidovorax_3H11	Cup4G11;Kang;PS;RalstoniaBSBF1503;RalstoniaUW163	1.0	False
OG00088	20	0	20	26	0	0.0	never_essential		nitrate ABC transporter substrate-binding protein		Burk376;Cup4G11;Dda3937;Ddia6719;DdiaME23;HerbieS;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.3	False
OG00089	37	14	28	53	14	0.3783783783783784	variably_essential	cpdA	3',5'-cyclic AMP phosphodiesterase CpdA	Burk376;Magneto;Marino;PV4;RalstoniaBSBF1503;RalstoniaGMI1000;Smeli;WCS417;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	ANA3;BFirm;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;HerbieS;Kang;Keio;Korea;Koxy;MR1;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2	1.4324324324324325	False
OG00090	33	12	23	37	12	0.36363636363636365	variably_essential		DNA-binding response regulator (NCBI ptt file)	Burk376;Dino;Dyella79;HerbieS;PS;Phaeo;Smeli;WCS417;acidovorax_3H11;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	ANA3;BFirm;Caulo;Cup4G11;HerbieS;Kang;Korea;MR1;Marino;PS;PV4;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;SyringaeB728a;SyringaeB728a_mexBdelta;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4	1.121212121212121	False
OG00091	37	4	35	52	4	0.10810810810810811	variably_essential	ypfH	carboxylesterase	BFirm;Burk376;Cup4G11;Dino	ANA3;BFirm;Btheta;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dyella79;HerbieS;Kang;Keio;Koxy;MR1;Magneto;Marino;PS;PV4;Pedo557;Phaeo;Ponti;Putida;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.4054054054054055	False
